System,Complexity,NDCG@10,Recall@10,Query
vector_only,Simple,0.5,1.0,Who wrote the report about the baseball union nego...
fixed_rrf,Simple,1.0,1.0,Who wrote the report about the baseball union nego...
adaptive_fixed,Simple,1.0,1.0,Who wrote the report about the baseball union nego...
qalf,Simple,0.6309297535714575,1.0,Who wrote the report about the baseball union nego...
vector_only,Simple,0.2890648263178879,1.0,What is the source of russian attack images?...
fixed_rrf,Simple,0.0,0.0,What is the source of russian attack images?...
adaptive_fixed,Simple,0.0,0.0,What is the source of russian attack images?...
qalf,Simple,0.0,0.0,What is the source of russian attack images?...
vector_only,Complex,0.0,0.0,Did the United States women's soccer team get elim...
fixed_rrf,Complex,0.0,0.0,Did the United States women's soccer team get elim...
adaptive_fixed,Complex,0.0,0.0,Did the United States women's soccer team get elim...
qalf,Complex,0.0,0.0,Did the United States women's soccer team get elim...
vector_only,Simple,0.0,0.0,Which publication is Maureen Dowd associated with?...
fixed_rrf,Simple,0.0,0.0,Which publication is Maureen Dowd associated with?...
adaptive_fixed,Simple,0.0,0.0,Which publication is Maureen Dowd associated with?...
qalf,Simple,0.0,0.0,Which publication is Maureen Dowd associated with?...
vector_only,Simple,0.0,0.0,Was the newspaper released on weekends?...
fixed_rrf,Simple,0.0,0.0,Was the newspaper released on weekends?...
adaptive_fixed,Simple,0.0,0.0,Was the newspaper released on weekends?...
qalf,Simple,0.0,0.0,Was the newspaper released on weekends?...
vector_only,Simple,0.0,0.0,How many figures are there in the document?...
fixed_rrf,Simple,0.43067655807339306,1.0,How many figures are there in the document?...
adaptive_fixed,Simple,0.43067655807339306,1.0,How many figures are there in the document?...
qalf,Simple,0.43067655807339306,1.0,How many figures are there in the document?...
vector_only,Complex,0.0,0.0,Has there been a clash between local police and st...
fixed_rrf,Complex,0.0,0.0,Has there been a clash between local police and st...
adaptive_fixed,Complex,0.0,0.0,Has there been a clash between local police and st...
qalf,Complex,0.0,0.0,Has there been a clash between local police and st...
vector_only,Complex,0.3562071871080222,1.0,How many more hours does it take to train ELMo com...
fixed_rrf,Complex,0.5,1.0,How many more hours does it take to train ELMo com...
adaptive_fixed,Complex,0.5,1.0,How many more hours does it take to train ELMo com...
qalf,Complex,0.6309297535714575,1.0,How many more hours does it take to train ELMo com...
vector_only,Complex,1.0,1.0,What is the range of cloud compute costs for train...
fixed_rrf,Complex,1.0,1.0,What is the range of cloud compute costs for train...
adaptive_fixed,Complex,1.0,1.0,What is the range of cloud compute costs for train...
qalf,Complex,1.0,1.0,What is the range of cloud compute costs for train...
vector_only,Complex,1.0,1.0,What is the CO2 equivalent emission for training a...
fixed_rrf,Complex,1.0,1.0,What is the CO2 equivalent emission for training a...
adaptive_fixed,Complex,1.0,1.0,What is the CO2 equivalent emission for training a...
qalf,Complex,1.0,1.0,What is the CO2 equivalent emission for training a...
vector_only,Simple,0.0,0.0,How many footnotes are there on page 3?...
fixed_rrf,Simple,0.0,0.0,How many footnotes are there on page 3?...
adaptive_fixed,Simple,0.0,0.0,How many footnotes are there on page 3?...
qalf,Simple,0.0,0.0,How many footnotes are there on page 3?...
vector_only,Simple,1.0,1.0,What is the estimated CO2 emmisions of training a ...
fixed_rrf,Simple,1.0,1.0,What is the estimated CO2 emmisions of training a ...
adaptive_fixed,Simple,1.0,1.0,What is the estimated CO2 emmisions of training a ...
qalf,Simple,1.0,1.0,What is the estimated CO2 emmisions of training a ...
vector_only,Simple,0.0,0.0,How many figures are there in the frontpage?...
fixed_rrf,Simple,0.0,0.0,How many figures are there in the frontpage?...
adaptive_fixed,Simple,0.0,0.0,How many figures are there in the frontpage?...
qalf,Simple,0.0,0.0,How many figures are there in the frontpage?...
vector_only,Simple,0.0,0.0,Was the newspaper released on weekdays?...
fixed_rrf,Simple,0.0,0.0,Was the newspaper released on weekdays?...
adaptive_fixed,Simple,0.0,0.0,Was the newspaper released on weekdays?...
qalf,Simple,0.0,0.0,Was the newspaper released on weekdays?...
vector_only,Complex,0.0,0.0,"Who was it that found three bodies in Bucha, Ukrai..."
fixed_rrf,Complex,0.0,0.0,"Who was it that found three bodies in Bucha, Ukrai..."
adaptive_fixed,Complex,0.0,0.0,"Who was it that found three bodies in Bucha, Ukrai..."
qalf,Complex,0.2890648263178879,1.0,"Who was it that found three bodies in Bucha, Ukrai..."
vector_only,Simple,0.5,1.0,On which page does the newspaper detail the news a...
fixed_rrf,Simple,0.3010299956639812,1.0,On which page does the newspaper detail the news a...
adaptive_fixed,Simple,0.3010299956639812,1.0,On which page does the newspaper detail the news a...
qalf,Simple,0.3333333333333333,1.0,On which page does the newspaper detail the news a...
vector_only,Simple,0.0,0.0,How many words are there in the document?...
fixed_rrf,Simple,0.0,0.0,How many words are there in the document?...
adaptive_fixed,Simple,0.0,0.0,How many words are there in the document?...
qalf,Simple,0.0,0.0,How many words are there in the document?...
vector_only,Complex,0.0,0.0,Was the Russian economy showing signs of resilienc...
fixed_rrf,Complex,0.0,0.0,Was the Russian economy showing signs of resilienc...
adaptive_fixed,Complex,0.0,0.0,Was the Russian economy showing signs of resilienc...
qalf,Complex,0.0,0.0,Was the Russian economy showing signs of resilienc...
vector_only,Simple,0.0,0.0,What are the major news conveyed by the front page...
fixed_rrf,Simple,0.0,0.0,What are the major news conveyed by the front page...
adaptive_fixed,Simple,0.0,0.0,What are the major news conveyed by the front page...
qalf,Simple,0.0,0.0,What are the major news conveyed by the front page...
vector_only,Simple,0.0,0.0,On what data was the newspaper released?...
fixed_rrf,Simple,0.0,0.0,On what data was the newspaper released?...
adaptive_fixed,Simple,0.0,0.0,On what data was the newspaper released?...
qalf,Simple,0.0,0.0,On what data was the newspaper released?...
vector_only,Simple,0.0,0.0,What were the federal officials internal opinions ...
fixed_rrf,Simple,0.0,0.0,What were the federal officials internal opinions ...
adaptive_fixed,Simple,0.0,0.0,What were the federal officials internal opinions ...
qalf,Simple,0.0,0.0,What were the federal officials internal opinions ...
vector_only,Complex,0.5,1.0,Has the New York Times' racial equity audit of the...
fixed_rrf,Complex,1.0,1.0,Has the New York Times' racial equity audit of the...
adaptive_fixed,Complex,1.0,1.0,Has the New York Times' racial equity audit of the...
qalf,Complex,1.0,1.0,Has the New York Times' racial equity audit of the...
vector_only,Simple,0.6309297535714575,1.0,Who reported the news about the child welfare agen...
fixed_rrf,Simple,1.0,1.0,Who reported the news about the child welfare agen...
adaptive_fixed,Simple,1.0,1.0,Who reported the news about the child welfare agen...
qalf,Simple,1.0,1.0,Who reported the news about the child welfare agen...
vector_only,Simple,0.0,0.0,Does the newspaper contain the world cup news?...
fixed_rrf,Simple,0.0,0.0,Does the newspaper contain the world cup news?...
adaptive_fixed,Simple,0.0,0.0,Does the newspaper contain the world cup news?...
qalf,Simple,0.0,0.0,Does the newspaper contain the world cup news?...
vector_only,Simple,0.0,0.0,On what day was the newspaper released?...
fixed_rrf,Simple,0.0,0.0,On what day was the newspaper released?...
adaptive_fixed,Simple,0.0,0.0,On what day was the newspaper released?...
qalf,Simple,0.0,0.0,On what day was the newspaper released?...
vector_only,Simple,0.0,0.0,In which year was the newspaper released?...
fixed_rrf,Simple,0.0,0.0,In which year was the newspaper released?...
adaptive_fixed,Simple,0.0,0.0,In which year was the newspaper released?...
qalf,Simple,0.0,0.0,In which year was the newspaper released?...
vector_only,Complex,0.0,0.0,Who stopped the gunman at the Club Q shooting in C...
fixed_rrf,Complex,0.0,0.0,Who stopped the gunman at the Club Q shooting in C...
adaptive_fixed,Complex,0.0,0.0,Who stopped the gunman at the Club Q shooting in C...
qalf,Complex,0.0,0.0,Who stopped the gunman at the Club Q shooting in C...
vector_only,Simple,0.0,0.0,Does the newspaper contain the information about F...
fixed_rrf,Simple,0.0,0.0,Does the newspaper contain the information about F...
adaptive_fixed,Simple,0.0,0.0,Does the newspaper contain the information about F...
qalf,Simple,0.0,0.0,Does the newspaper contain the information about F...
vector_only,Simple,0.0,0.0,What is the name of this newspaper?...
fixed_rrf,Simple,0.0,0.0,What is the name of this newspaper?...
adaptive_fixed,Simple,0.0,0.0,What is the name of this newspaper?...
qalf,Simple,0.0,0.0,What is the name of this newspaper?...
vector_only,Simple,0.0,0.0,What is the maximum penalty for having an abortion...
fixed_rrf,Simple,0.0,0.0,What is the maximum penalty for having an abortion...
adaptive_fixed,Simple,0.0,0.0,What is the maximum penalty for having an abortion...
qalf,Simple,0.0,0.0,What is the maximum penalty for having an abortion...
vector_only,Simple,0.0,0.0,How many figures are there in the front page?...
fixed_rrf,Simple,0.0,0.0,How many figures are there in the front page?...
adaptive_fixed,Simple,0.0,0.0,How many figures are there in the front page?...
qalf,Simple,0.0,0.0,How many figures are there in the front page?...
vector_only,Simple,0.0,0.0,How much does this newspaper cost?...
fixed_rrf,Simple,0.0,0.0,How much does this newspaper cost?...
adaptive_fixed,Simple,0.0,0.0,How much does this newspaper cost?...
qalf,Simple,0.0,0.0,How much does this newspaper cost?...
vector_only,Complex,0.0,0.0,Has Boeing faced federal scrutiny regarding its fa...
fixed_rrf,Complex,0.0,0.0,Has Boeing faced federal scrutiny regarding its fa...
adaptive_fixed,Complex,0.0,0.0,Has Boeing faced federal scrutiny regarding its fa...
qalf,Complex,0.0,0.0,Has Boeing faced federal scrutiny regarding its fa...
vector_only,Complex,1.0,1.0,Did a clinic in Brazil report Xaiana for admitting...
fixed_rrf,Complex,1.0,1.0,Did a clinic in Brazil report Xaiana for admitting...
adaptive_fixed,Complex,1.0,1.0,Did a clinic in Brazil report Xaiana for admitting...
qalf,Complex,1.0,1.0,Did a clinic in Brazil report Xaiana for admitting...
vector_only,Simple,0.3010299956639812,1.0,What is the date of the newspaper?...
fixed_rrf,Simple,0.0,0.0,What is the date of the newspaper?...
adaptive_fixed,Simple,0.0,0.0,What is the date of the newspaper?...
qalf,Simple,0.0,0.0,What is the date of the newspaper?...
vector_only,Simple,0.3333333333333333,1.0,On what day was the newspaper released?...
fixed_rrf,Simple,0.0,0.0,On what day was the newspaper released?...
adaptive_fixed,Simple,0.0,0.0,On what day was the newspaper released?...
qalf,Simple,0.0,0.0,On what day was the newspaper released?...
vector_only,Simple,0.0,0.0,How many deaths were attributed to traffic acciden...
fixed_rrf,Simple,0.0,0.0,How many deaths were attributed to traffic acciden...
adaptive_fixed,Simple,0.0,0.0,How many deaths were attributed to traffic acciden...
qalf,Simple,0.0,0.0,How many deaths were attributed to traffic acciden...
vector_only,Simple,0.0,0.0,How many figures are there in the document?...
fixed_rrf,Simple,0.0,0.0,How many figures are there in the document?...
adaptive_fixed,Simple,0.0,0.0,How many figures are there in the document?...
qalf,Simple,0.0,0.0,How many figures are there in the document?...
vector_only,Simple,0.43067655807339306,1.0,What is the name of newspaper?...
fixed_rrf,Simple,0.3333333333333333,1.0,What is the name of newspaper?...
adaptive_fixed,Simple,0.3333333333333333,1.0,What is the name of newspaper?...
qalf,Simple,0.3333333333333333,1.0,What is the name of newspaper?...
vector_only,Complex,0.3333333333333333,1.0,What date did the New York Times release the editi...
fixed_rrf,Complex,0.0,0.0,What date did the New York Times release the editi...
adaptive_fixed,Complex,0.0,0.0,What date did the New York Times release the editi...
qalf,Complex,0.0,0.0,What date did the New York Times release the editi...
vector_only,Simple,1.0,1.0,What is the average number of unique document path...
fixed_rrf,Simple,1.0,1.0,What is the average number of unique document path...
adaptive_fixed,Simple,1.0,1.0,What is the average number of unique document path...
qalf,Simple,1.0,1.0,What is the average number of unique document path...
vector_only,Complex,1.0,1.0,What was the accuracy of the Document-cue model on...
fixed_rrf,Complex,1.0,1.0,What was the accuracy of the Document-cue model on...
adaptive_fixed,Complex,1.0,1.0,What was the accuracy of the Document-cue model on...
qalf,Complex,0.6309297535714575,1.0,What was the accuracy of the Document-cue model on...
vector_only,Simple,1.0,1.0,How many training samples does WIKIHOP have?...
fixed_rrf,Simple,0.6309297535714575,1.0,How many training samples does WIKIHOP have?...
adaptive_fixed,Simple,0.6309297535714575,1.0,How many training samples does WIKIHOP have?...
qalf,Simple,1.0,1.0,How many training samples does WIKIHOP have?...
vector_only,Simple,0.31546487678572877,1.0,On which page does the paper present the dataset s...
fixed_rrf,Simple,0.0,0.0,On which page does the paper present the dataset s...
adaptive_fixed,Simple,0.0,0.0,On which page does the paper present the dataset s...
qalf,Simple,0.0,0.0,On which page does the paper present the dataset s...
vector_only,Simple,0.38685280723454163,1.0,What is the objective of the HOTPOTQA dataset?...
fixed_rrf,Simple,0.2890648263178879,1.0,What is the objective of the HOTPOTQA dataset?...
adaptive_fixed,Simple,0.2890648263178879,1.0,What is the objective of the HOTPOTQA dataset?...
qalf,Simple,0.0,0.0,What is the objective of the HOTPOTQA dataset?...
vector_only,Complex,1.0,1.0,"How do SWEMs generally account for spatial, word-o..."
fixed_rrf,Complex,1.0,1.0,"How do SWEMs generally account for spatial, word-o..."
adaptive_fixed,Complex,1.0,1.0,"How do SWEMs generally account for spatial, word-o..."
qalf,Complex,1.0,1.0,"How do SWEMs generally account for spatial, word-o..."
vector_only,Simple,1.0,1.0,Which variant of SWEM performs the best on text se...
fixed_rrf,Simple,1.0,1.0,Which variant of SWEM performs the best on text se...
adaptive_fixed,Simple,1.0,1.0,Which variant of SWEM performs the best on text se...
qalf,Simple,1.0,1.0,Which variant of SWEM performs the best on text se...
vector_only,Complex,1.0,1.0,How much faster is the SWEM model compared to the ...
fixed_rrf,Complex,1.0,1.0,How much faster is the SWEM model compared to the ...
adaptive_fixed,Complex,1.0,1.0,How much faster is the SWEM model compared to the ...
qalf,Complex,1.0,1.0,How much faster is the SWEM model compared to the ...
vector_only,Complex,1.0,1.0,What model achieved the highest accuracy on the Ye...
fixed_rrf,Complex,0.6309297535714575,1.0,What model achieved the highest accuracy on the Ye...
adaptive_fixed,Complex,0.6309297535714575,1.0,What model achieved the highest accuracy on the Ye...
qalf,Complex,0.6309297535714575,1.0,What model achieved the highest accuracy on the Ye...
vector_only,Complex,1.0,1.0,How much does the test accuracy decrease when usin...
fixed_rrf,Complex,1.0,1.0,How much does the test accuracy decrease when usin...
adaptive_fixed,Complex,1.0,1.0,How much does the test accuracy decrease when usin...
qalf,Complex,0.6309297535714575,1.0,How much does the test accuracy decrease when usin...
vector_only,Simple,0.0,0.0,Which model achieved the highest accuracy on the S...
fixed_rrf,Simple,0.2890648263178879,1.0,Which model achieved the highest accuracy on the S...
adaptive_fixed,Simple,0.2890648263178879,1.0,Which model achieved the highest accuracy on the S...
qalf,Simple,0.3010299956639812,1.0,Which model achieved the highest accuracy on the S...
vector_only,Simple,0.0,0.0,How many subfigures are there in Figure 2?...
fixed_rrf,Simple,0.0,0.0,How many subfigures are there in Figure 2?...
adaptive_fixed,Simple,0.0,0.0,How many subfigures are there in Figure 2?...
qalf,Simple,0.0,0.0,How many subfigures are there in Figure 2?...
vector_only,Complex,0.0,0.0,How is the proposed method compared with the perfo...
fixed_rrf,Complex,0.0,0.0,How is the proposed method compared with the perfo...
adaptive_fixed,Complex,0.0,0.0,How is the proposed method compared with the perfo...
qalf,Complex,0.0,0.0,How is the proposed method compared with the perfo...
vector_only,Simple,1.0,1.0,What method achieved the highest Macro-F1 score on...
fixed_rrf,Simple,0.6309297535714575,1.0,What method achieved the highest Macro-F1 score on...
adaptive_fixed,Simple,0.6309297535714575,1.0,What method achieved the highest Macro-F1 score on...
qalf,Simple,0.6309297535714575,1.0,What method achieved the highest Macro-F1 score on...
vector_only,Complex,0.5,1.0,What is the total number of positive samples in th...
fixed_rrf,Complex,0.3333333333333333,1.0,What is the total number of positive samples in th...
adaptive_fixed,Complex,0.3333333333333333,1.0,What is the total number of positive samples in th...
qalf,Complex,0.31546487678572877,1.0,What is the total number of positive samples in th...
vector_only,Simple,0.6309297535714575,1.0,On which page does the paper present the ablation ...
fixed_rrf,Simple,0.6309297535714575,1.0,On which page does the paper present the ablation ...
adaptive_fixed,Simple,0.6309297535714575,1.0,On which page does the paper present the ablation ...
qalf,Simple,0.6309297535714575,1.0,On which page does the paper present the ablation ...
vector_only,Complex,0.0,0.0,What is the title of the paper with highest citati...
fixed_rrf,Complex,0.0,0.0,What is the title of the paper with highest citati...
adaptive_fixed,Complex,0.0,0.0,What is the title of the paper with highest citati...
qalf,Complex,0.0,0.0,What is the title of the paper with highest citati...
vector_only,Complex,0.5,1.0,What does the trend of accuracy indicate about the...
fixed_rrf,Complex,1.0,1.0,What does the trend of accuracy indicate about the...
adaptive_fixed,Complex,1.0,1.0,What does the trend of accuracy indicate about the...
qalf,Complex,1.0,1.0,What does the trend of accuracy indicate about the...
vector_only,Complex,0.3562071871080222,1.0,Which model showed the largest improvement in AUC ...
fixed_rrf,Complex,1.0,1.0,Which model showed the largest improvement in AUC ...
adaptive_fixed,Complex,1.0,1.0,Which model showed the largest improvement in AUC ...
qalf,Complex,1.0,1.0,Which model showed the largest improvement in AUC ...
vector_only,Complex,0.6309297535714575,1.0,At which epoch does the accuracy of the discrimina...
fixed_rrf,Complex,0.5,1.0,At which epoch does the accuracy of the discrimina...
adaptive_fixed,Complex,0.5,1.0,At which epoch does the accuracy of the discrimina...
qalf,Complex,0.6309297535714575,1.0,At which epoch does the accuracy of the discrimina...
vector_only,Simple,0.0,0.0,What is the last reference mentioned in the paper?...
fixed_rrf,Simple,0.0,0.0,What is the last reference mentioned in the paper?...
adaptive_fixed,Simple,0.0,0.0,What is the last reference mentioned in the paper?...
qalf,Simple,0.0,0.0,What is the last reference mentioned in the paper?...
vector_only,Complex,0.0,0.0,How many total citations does the last author of t...
fixed_rrf,Complex,0.0,0.0,How many total citations does the last author of t...
adaptive_fixed,Complex,0.0,0.0,How many total citations does the last author of t...
qalf,Complex,0.0,0.0,How many total citations does the last author of t...
vector_only,Complex,1.0,1.0,Which slot type shows the least performance improv...
fixed_rrf,Complex,1.0,1.0,Which slot type shows the least performance improv...
adaptive_fixed,Complex,1.0,1.0,Which slot type shows the least performance improv...
qalf,Complex,1.0,1.0,Which slot type shows the least performance improv...
vector_only,Complex,1.0,1.0,Which model has the highest joint accuracy on the ...
fixed_rrf,Complex,1.0,1.0,Which model has the highest joint accuracy on the ...
adaptive_fixed,Complex,1.0,1.0,Which model has the highest joint accuracy on the ...
qalf,Complex,1.0,1.0,Which model has the highest joint accuracy on the ...
vector_only,Complex,1.0,1.0,How does the proposed DS-DST model determine the m...
fixed_rrf,Complex,1.0,1.0,How does the proposed DS-DST model determine the m...
adaptive_fixed,Complex,1.0,1.0,How does the proposed DS-DST model determine the m...
qalf,Complex,1.0,1.0,How does the proposed DS-DST model determine the m...
vector_only,Simple,1.0,1.0,What is the accuracy of DS-DST for the hotel-type ...
fixed_rrf,Simple,1.0,1.0,What is the accuracy of DS-DST for the hotel-type ...
adaptive_fixed,Simple,1.0,1.0,What is the accuracy of DS-DST for the hotel-type ...
qalf,Simple,1.0,1.0,What is the accuracy of DS-DST for the hotel-type ...
vector_only,Complex,0.0,0.0,How many tables are there in total in this paper (...
fixed_rrf,Complex,0.3010299956639812,1.0,How many tables are there in total in this paper (...
adaptive_fixed,Complex,0.3010299956639812,1.0,How many tables are there in total in this paper (...
qalf,Complex,0.0,0.0,How many tables are there in total in this paper (...
vector_only,Simple,0.0,0.0,What is the main content of Section 4.5?...
fixed_rrf,Simple,0.0,0.0,What is the main content of Section 4.5?...
adaptive_fixed,Simple,0.0,0.0,What is the main content of Section 4.5?...
qalf,Simple,0.0,0.0,What is the main content of Section 4.5?...
vector_only,Complex,1.0,1.0,Which defense mechanism resulted in the highest re...
fixed_rrf,Complex,1.0,1.0,Which defense mechanism resulted in the highest re...
adaptive_fixed,Complex,1.0,1.0,Which defense mechanism resulted in the highest re...
qalf,Complex,1.0,1.0,Which defense mechanism resulted in the highest re...
vector_only,Complex,1.0,1.0,What is the Word Error Rate (WER) of the ATD spell...
fixed_rrf,Complex,1.0,1.0,What is the Word Error Rate (WER) of the ATD spell...
adaptive_fixed,Complex,1.0,1.0,What is the Word Error Rate (WER) of the ATD spell...
qalf,Complex,1.0,1.0,What is the Word Error Rate (WER) of the ATD spell...
vector_only,Simple,0.0,0.0,How many sections are there in this paper?...
fixed_rrf,Simple,0.0,0.0,How many sections are there in this paper?...
adaptive_fixed,Simple,0.0,0.0,How many sections are there in this paper?...
qalf,Simple,0.0,0.0,How many sections are there in this paper?...
vector_only,Simple,0.0,0.0,What is the fourth author's name?...
fixed_rrf,Simple,0.0,0.0,What is the fourth author's name?...
adaptive_fixed,Simple,0.0,0.0,What is the fourth author's name?...
qalf,Simple,0.0,0.0,What is the fourth author's name?...
vector_only,Complex,0.0,0.0,What is the confidence interval for the ROUGE scor...
fixed_rrf,Complex,0.43067655807339306,1.0,What is the confidence interval for the ROUGE scor...
adaptive_fixed,Complex,0.43067655807339306,1.0,What is the confidence interval for the ROUGE scor...
qalf,Complex,0.5,1.0,What is the confidence interval for the ROUGE scor...
vector_only,Simple,0.0,0.0,How many times does the paper mention GAN?...
fixed_rrf,Simple,0.43067655807339306,1.0,How many times does the paper mention GAN?...
adaptive_fixed,Simple,0.43067655807339306,1.0,How many times does the paper mention GAN?...
qalf,Simple,0.0,0.0,How many times does the paper mention GAN?...
vector_only,Complex,0.0,0.0,Does the LSTUR model consider both short-term and ...
fixed_rrf,Complex,0.0,0.0,Does the LSTUR model consider both short-term and ...
adaptive_fixed,Complex,0.0,0.0,Does the LSTUR model consider both short-term and ...
qalf,Complex,0.0,0.0,Does the LSTUR model consider both short-term and ...
vector_only,Simple,0.43067655807339306,1.0,What training data were used for the models in thi...
fixed_rrf,Simple,0.31546487678572877,1.0,What training data were used for the models in thi...
adaptive_fixed,Simple,0.31546487678572877,1.0,What training data were used for the models in thi...
qalf,Simple,0.31546487678572877,1.0,What training data were used for the models in thi...
vector_only,Complex,1.0,1.0,Which training data size from the Common Crawl res...
fixed_rrf,Complex,1.0,1.0,Which training data size from the Common Crawl res...
adaptive_fixed,Complex,1.0,1.0,Which training data size from the Common Crawl res...
qalf,Complex,1.0,1.0,Which training data size from the Common Crawl res...
vector_only,Complex,0.6309297535714575,1.0,How does the CNN Base model's performance on the S...
fixed_rrf,Complex,0.6309297535714575,1.0,How does the CNN Base model's performance on the S...
adaptive_fixed,Complex,0.6309297535714575,1.0,How does the CNN Base model's performance on the S...
qalf,Complex,0.3333333333333333,1.0,How does the CNN Base model's performance on the S...
vector_only,Complex,0.5,1.0,Which model has the highest test F1 score accordin...
fixed_rrf,Complex,0.3010299956639812,1.0,Which model has the highest test F1 score accordin...
adaptive_fixed,Complex,0.3010299956639812,1.0,Which model has the highest test F1 score accordin...
qalf,Complex,0.0,0.0,Which model has the highest test F1 score accordin...
vector_only,Complex,0.0,0.0,What loss function achieved the highest average pe...
fixed_rrf,Complex,1.0,1.0,What loss function achieved the highest average pe...
adaptive_fixed,Complex,1.0,1.0,What loss function achieved the highest average pe...
qalf,Complex,0.6309297535714575,1.0,What loss function achieved the highest average pe...
vector_only,Complex,0.2890648263178879,1.0,What is the purpose of the combination (comb) laye...
fixed_rrf,Complex,0.43067655807339306,1.0,What is the purpose of the combination (comb) laye...
adaptive_fixed,Complex,0.43067655807339306,1.0,What is the purpose of the combination (comb) laye...
qalf,Complex,1.0,1.0,What is the purpose of the combination (comb) laye...
vector_only,Simple,0.0,0.0,Are all authors from the same affilation?...
fixed_rrf,Simple,0.0,0.0,Are all authors from the same affilation?...
adaptive_fixed,Simple,0.0,0.0,Are all authors from the same affilation?...
qalf,Simple,0.0,0.0,Are all authors from the same affilation?...
vector_only,Simple,0.0,0.0,Where does the paper publish at?...
fixed_rrf,Simple,0.0,0.0,Where does the paper publish at?...
adaptive_fixed,Simple,0.0,0.0,Where does the paper publish at?...
qalf,Simple,0.0,0.0,Where does the paper publish at?...
vector_only,Complex,0.3333333333333333,1.0,"In Figure 4, what is the function of the component..."
fixed_rrf,Complex,0.43067655807339306,1.0,"In Figure 4, what is the function of the component..."
adaptive_fixed,Complex,0.43067655807339306,1.0,"In Figure 4, what is the function of the component..."
qalf,Complex,0.43067655807339306,1.0,"In Figure 4, what is the function of the component..."
vector_only,Complex,0.31546487678572877,1.0,"According to Figure 3, what is the sequence follow..."
fixed_rrf,Complex,0.5,1.0,"According to Figure 3, what is the sequence follow..."
adaptive_fixed,Complex,0.5,1.0,"According to Figure 3, what is the sequence follow..."
qalf,Complex,0.6309297535714575,1.0,"According to Figure 3, what is the sequence follow..."
vector_only,Complex,0.38685280723454163,1.0,"According to Figure 1, how is each word in a sente..."
fixed_rrf,Complex,1.0,1.0,"According to Figure 1, how is each word in a sente..."
adaptive_fixed,Complex,1.0,1.0,"According to Figure 1, how is each word in a sente..."
qalf,Complex,1.0,1.0,"According to Figure 1, how is each word in a sente..."
vector_only,Complex,0.0,0.0,What is the purpose of the bidirectional LSTM laye...
fixed_rrf,Complex,0.0,0.0,What is the purpose of the bidirectional LSTM laye...
adaptive_fixed,Complex,0.0,0.0,What is the purpose of the bidirectional LSTM laye...
qalf,Complex,0.2890648263178879,1.0,What is the purpose of the bidirectional LSTM laye...
vector_only,Complex,0.0,0.0,Are the authors of the paper affiliated to the sam...
fixed_rrf,Complex,0.0,0.0,Are the authors of the paper affiliated to the sam...
adaptive_fixed,Complex,0.0,0.0,Are the authors of the paper affiliated to the sam...
qalf,Complex,0.0,0.0,Are the authors of the paper affiliated to the sam...
vector_only,Simple,0.0,0.0,What is the brief summary of page 20?...
fixed_rrf,Simple,0.0,0.0,What is the brief summary of page 20?...
adaptive_fixed,Simple,0.0,0.0,What is the brief summary of page 20?...
qalf,Simple,0.0,0.0,What is the brief summary of page 20?...
vector_only,Complex,1.0,1.0,What metric is used to measure the performance of ...
fixed_rrf,Complex,1.0,1.0,What metric is used to measure the performance of ...
adaptive_fixed,Complex,1.0,1.0,What metric is used to measure the performance of ...
qalf,Complex,1.0,1.0,What metric is used to measure the performance of ...
vector_only,Simple,0.5,1.0,On which page does the paper detail the baseline m...
fixed_rrf,Simple,0.38685280723454163,1.0,On which page does the paper detail the baseline m...
adaptive_fixed,Simple,0.38685280723454163,1.0,On which page does the paper detail the baseline m...
qalf,Simple,0.38685280723454163,1.0,On which page does the paper detail the baseline m...
vector_only,Complex,0.0,0.0,What are the performances of NER systems in CoNLL ...
fixed_rrf,Complex,0.0,0.0,What are the performances of NER systems in CoNLL ...
adaptive_fixed,Complex,0.0,0.0,What are the performances of NER systems in CoNLL ...
qalf,Complex,0.0,0.0,What are the performances of NER systems in CoNLL ...
vector_only,Complex,1.0,1.0,What effect did imitation learning have on the SL ...
fixed_rrf,Complex,1.0,1.0,What effect did imitation learning have on the SL ...
adaptive_fixed,Complex,1.0,1.0,What effect did imitation learning have on the SL ...
qalf,Complex,1.0,1.0,What effect did imitation learning have on the SL ...
vector_only,Complex,0.38685280723454163,1.0,Which training setting achieved the highest task s...
fixed_rrf,Complex,1.0,1.0,Which training setting achieved the highest task s...
adaptive_fixed,Complex,1.0,1.0,Which training setting achieved the highest task s...
qalf,Complex,1.0,1.0,Which training setting achieved the highest task s...
vector_only,Complex,0.43067655807339306,1.0,What is the function of the Bi-LSTM Utterance Enco...
fixed_rrf,Complex,0.6309297535714575,1.0,What is the function of the Bi-LSTM Utterance Enco...
adaptive_fixed,Complex,0.6309297535714575,1.0,What is the function of the Bi-LSTM Utterance Enco...
qalf,Complex,0.6309297535714575,1.0,What is the function of the Bi-LSTM Utterance Enco...
vector_only,Simple,0.5,1.0,How does the system generate a response to the use...
fixed_rrf,Simple,1.0,1.0,How does the system generate a response to the use...
adaptive_fixed,Simple,1.0,1.0,How does the system generate a response to the use...
qalf,Simple,1.0,1.0,How does the system generate a response to the use...
vector_only,Simple,0.0,0.0,How many words does the paper have in total?...
fixed_rrf,Simple,0.0,0.0,How many words does the paper have in total?...
adaptive_fixed,Simple,0.0,0.0,How many words does the paper have in total?...
