Directory,Query_ID,System,NDCG@10,Recall@10,Accuracy@1,Complexity,Ling_Comp,Sem_Comp,Mod_Comp,Ctx_Comp
222,222_2,qalf,0.0,0.0,0.0,Simple,Medium,Low,Low,Low
223,223_0,vector_only,0.5,1.0,0.0,Complex,Medium,Medium,Low,Medium
223,223_0,fixed_rrf,1.0,1.0,1.0,Complex,Medium,Medium,Low,Medium
223,223_0,qalf,1.0,1.0,1.0,Complex,Medium,Medium,Low,Medium
223,223_1,vector_only,0.6309297535714575,1.0,0.0,Simple,Medium,Low,Low,Low
223,223_1,fixed_rrf,1.0,1.0,1.0,Simple,Medium,Low,Low,Low
223,223_1,qalf,1.0,1.0,1.0,Simple,Medium,Low,Low,Low
223,223_2,vector_only,0.0,0.0,0.0,Simple,Low,Low,Low,Low
223,223_2,fixed_rrf,0.0,0.0,0.0,Simple,Low,Low,Low,Low
223,223_2,qalf,0.0,0.0,0.0,Simple,Low,Low,Low,Low
224,224_0,vector_only,0.0,0.0,0.0,Simple,Low,Low,Low,Low
224,224_0,fixed_rrf,0.0,0.0,0.0,Simple,Low,Low,Low,Low
224,224_0,qalf,0.0,0.0,0.0,Simple,Low,Low,Low,Low
224,224_1,vector_only,0.0,0.0,0.0,Simple,Low,Low,Low,Low
224,224_1,fixed_rrf,0.0,0.0,0.0,Simple,Low,Low,Low,Low
224,224_1,qalf,0.0,0.0,0.0,Simple,Low,Low,Low,Low
224,224_2,vector_only,0.0,0.0,0.0,Complex,Medium,Medium,Low,Low
224,224_2,fixed_rrf,0.0,0.0,0.0,Complex,Medium,Medium,Low,Low
224,224_2,qalf,0.0,0.0,0.0,Complex,Medium,Medium,Low,Low
225,225_0,vector_only,0.0,0.0,0.0,Simple,Medium,Low,Low,Low
225,225_0,fixed_rrf,0.0,0.0,0.0,Simple,Medium,Low,Low,Low
225,225_0,qalf,0.0,0.0,0.0,Simple,Medium,Low,Low,Low
225,225_1,vector_only,0.0,0.0,0.0,Simple,Low,Low,Low,Low
225,225_1,fixed_rrf,0.0,0.0,0.0,Simple,Low,Low,Low,Low
225,225_1,qalf,0.0,0.0,0.0,Simple,Low,Low,Low,Low
225,225_2,vector_only,0.0,0.0,0.0,Simple,Medium,Low,Low,Low
225,225_2,fixed_rrf,0.0,0.0,0.0,Simple,Medium,Low,Low,Low
225,225_2,qalf,0.0,0.0,0.0,Simple,Medium,Low,Low,Low
226,226_0,vector_only,0.0,0.0,0.0,Simple,Low,Low,Medium,Low
226,226_0,fixed_rrf,0.0,0.0,0.0,Simple,Low,Low,Medium,Low
226,226_0,qalf,0.0,0.0,0.0,Simple,Low,Low,Medium,Low
226,226_1,vector_only,0.0,0.0,0.0,Simple,Low,Low,Low,Low
226,226_1,fixed_rrf,0.0,0.0,0.0,Simple,Low,Low,Low,Low
226,226_1,qalf,0.0,0.0,0.0,Simple,Low,Low,Low,Low
226,226_2,vector_only,0.0,0.0,0.0,Complex,Medium,Medium,Low,Medium
226,226_2,fixed_rrf,0.0,0.0,0.0,Complex,Medium,Medium,Low,Medium
226,226_2,qalf,0.0,0.0,0.0,Complex,Medium,Medium,Low,Medium
227,227_0,vector_only,1.0,1.0,1.0,Complex,Medium,Medium,Low,Medium
227,227_0,fixed_rrf,1.0,1.0,1.0,Complex,Medium,Medium,Low,Medium
227,227_0,qalf,1.0,1.0,1.0,Complex,Medium,Medium,Low,Medium
227,227_1,vector_only,0.3010299956639812,1.0,0.0,Simple,Low,Low,Low,Low
227,227_1,fixed_rrf,0.0,0.0,0.0,Simple,Low,Low,Low,Low
227,227_1,qalf,0.0,0.0,0.0,Simple,Low,Low,Low,Low
227,227_2,vector_only,0.3333333333333333,1.0,0.0,Simple,Low,Low,Low,Low
227,227_2,fixed_rrf,0.0,0.0,0.0,Simple,Low,Low,Low,Low
227,227_2,qalf,0.0,0.0,0.0,Simple,Low,Low,Low,Low
227,227_3,vector_only,0.0,0.0,0.0,Simple,Medium,Low,Low,Low
227,227_3,fixed_rrf,0.0,0.0,0.0,Simple,Medium,Low,Low,Low
227,227_3,qalf,0.0,0.0,0.0,Simple,Medium,Low,Low,Low
228,228_0,vector_only,0.0,0.0,0.0,Simple,Low,Low,Medium,Low
228,228_0,fixed_rrf,0.0,0.0,0.0,Simple,Low,Low,Medium,Low
228,228_0,qalf,0.0,0.0,0.0,Simple,Low,Low,Medium,Low
228,228_1,vector_only,0.43067655807339306,1.0,0.0,Simple,Low,Low,Low,Low
228,228_1,fixed_rrf,0.3333333333333333,1.0,0.0,Simple,Low,Low,Low,Low
228,228_1,qalf,0.3333333333333333,1.0,0.0,Simple,Low,Low,Low,Low
228,228_2,vector_only,0.3333333333333333,1.0,0.0,Complex,Medium,Medium,Low,Medium
228,228_2,fixed_rrf,0.0,0.0,0.0,Complex,Medium,Medium,Low,Medium
228,228_2,qalf,0.0,0.0,0.0,Complex,Medium,Medium,Low,Medium
23,23_0,vector_only,1.0,1.0,1.0,Simple,Medium,Low,Low,Low
23,23_0,fixed_rrf,1.0,1.0,1.0,Simple,Medium,Low,Low,Low
23,23_0,qalf,1.0,1.0,1.0,Simple,Medium,Low,Low,Low
23,23_1,vector_only,1.0,1.0,1.0,Complex,Medium,Medium,Low,Low
23,23_1,fixed_rrf,1.0,1.0,1.0,Complex,Medium,Medium,Low,Low
23,23_1,qalf,0.6309297535714575,1.0,0.0,Complex,Medium,Medium,Low,Low
23,23_2,vector_only,1.0,1.0,1.0,Simple,Low,Low,Low,Low
23,23_2,fixed_rrf,0.6309297535714575,1.0,0.0,Simple,Low,Low,Low,Low
23,23_2,qalf,1.0,1.0,1.0,Simple,Low,Low,Low,Low
23,23_3,vector_only,0.3562071871080222,1.0,0.0,Simple,Medium,Low,Low,Low
23,23_3,fixed_rrf,0.0,0.0,0.0,Simple,Medium,Low,Low,Low
23,23_3,qalf,0.0,0.0,0.0,Simple,Medium,Low,Low,Low
23,23_4,vector_only,0.38685280723454163,1.0,0.0,Simple,Low,Low,Low,Low
23,23_4,fixed_rrf,0.2890648263178879,1.0,0.0,Simple,Low,Low,Low,Low
23,23_4,qalf,0.2890648263178879,1.0,0.0,Simple,Low,Low,Low,Low
24,24_0,vector_only,1.0,1.0,1.0,Complex,Medium,Low,Low,Medium
24,24_0,fixed_rrf,1.0,1.0,1.0,Complex,Medium,Low,Low,Medium
24,24_0,qalf,1.0,1.0,1.0,Complex,Medium,Low,Low,Medium
24,24_1,vector_only,1.0,1.0,1.0,Simple,Medium,Low,Low,Low
24,24_1,fixed_rrf,1.0,1.0,1.0,Simple,Medium,Low,Low,Low
24,24_1,qalf,1.0,1.0,1.0,Simple,Medium,Low,Low,Low
24,24_2,vector_only,1.0,1.0,1.0,Complex,Medium,Medium,Low,Low
24,24_2,fixed_rrf,1.0,1.0,1.0,Complex,Medium,Medium,Low,Low
24,24_2,qalf,1.0,1.0,1.0,Complex,Medium,Medium,Low,Low
24,24_3,vector_only,1.0,1.0,1.0,Complex,Medium,Medium,Medium,Medium
24,24_3,fixed_rrf,1.0,1.0,1.0,Complex,Medium,Medium,Medium,Medium
24,24_3,qalf,1.0,1.0,1.0,Complex,Medium,Medium,Medium,Medium
24,24_4,vector_only,1.0,1.0,1.0,Complex,High,Medium,Low,Medium
24,24_4,fixed_rrf,1.0,1.0,1.0,Complex,High,Medium,Low,Medium
24,24_4,qalf,0.6309297535714575,1.0,0.0,Complex,High,Medium,Low,Medium
24,24_5,vector_only,0.0,0.0,0.0,Simple,Medium,Low,Low,Low
24,24_5,fixed_rrf,0.5,1.0,0.0,Simple,Medium,Low,Low,Low
24,24_5,qalf,0.43067655807339306,1.0,0.0,Simple,Medium,Low,Low,Low
24,24_6,vector_only,0.0,0.0,0.0,Simple,Low,Low,Medium,Low
24,24_6,fixed_rrf,0.0,0.0,0.0,Simple,Low,Low,Medium,Low
24,24_6,qalf,0.0,0.0,0.0,Simple,Low,Low,Medium,Low
24,24_7,vector_only,0.0,0.0,0.0,Complex,Medium,Medium,Low,Medium
24,24_7,fixed_rrf,0.0,0.0,0.0,Complex,Medium,Medium,Low,Medium
24,24_7,qalf,0.0,0.0,0.0,Complex,Medium,Medium,Low,Medium
25,25_0,vector_only,1.0,1.0,1.0,Simple,Medium,Low,Low,Low
25,25_0,fixed_rrf,1.0,1.0,1.0,Simple,Medium,Low,Low,Low
25,25_0,qalf,1.0,1.0,1.0,Simple,Medium,Low,Low,Low
25,25_1,vector_only,0.43067655807339306,1.0,0.0,Complex,Medium,Medium,Low,Medium
25,25_1,fixed_rrf,0.31546487678572877,1.0,0.0,Complex,Medium,Medium,Low,Medium
25,25_1,qalf,0.3010299956639812,1.0,0.0,Complex,Medium,Medium,Low,Medium
25,25_2,vector_only,1.0,1.0,1.0,Simple,Medium,Low,Low,Low
25,25_2,fixed_rrf,1.0,1.0,1.0,Simple,Medium,Low,Low,Low
25,25_2,qalf,1.0,1.0,1.0,Simple,Medium,Low,Low,Low
25,25_3,vector_only,0.0,0.0,0.0,Complex,Medium,Low,Low,Medium
25,25_3,fixed_rrf,0.0,0.0,0.0,Complex,Medium,Low,Low,Medium
25,25_3,qalf,0.0,0.0,0.0,Complex,Medium,Low,Low,Medium
26,26_0,vector_only,1.0,1.0,1.0,Complex,Medium,Low,Low,High
26,26_0,fixed_rrf,1.0,1.0,1.0,Complex,Medium,Low,Low,High
26,26_0,qalf,1.0,1.0,1.0,Complex,Medium,Low,Low,High
26,26_1,vector_only,0.3562071871080222,1.0,0.0,Complex,Medium,Medium,Medium,Medium
26,26_1,fixed_rrf,1.0,1.0,1.0,Complex,Medium,Medium,Medium,Medium
26,26_1,qalf,1.0,1.0,1.0,Complex,Medium,Medium,Medium,Medium
26,26_2,vector_only,0.6309297535714575,1.0,0.0,Complex,High,Low,Medium,Medium
26,26_2,fixed_rrf,0.6309297535714575,1.0,0.0,Complex,High,Low,Medium,Medium
26,26_2,qalf,0.6309297535714575,1.0,0.0,Complex,High,Low,Medium,Medium
26,26_3,vector_only,0.0,0.0,0.0,Simple,Low,Low,Low,Medium
26,26_3,fixed_rrf,0.0,0.0,0.0,Simple,Low,Low,Low,Medium
26,26_3,qalf,0.0,0.0,0.0,Simple,Low,Low,Low,Medium
26,26_4,vector_only,0.0,0.0,0.0,Complex,Medium,Low,Low,Medium
26,26_4,fixed_rrf,0.0,0.0,0.0,Complex,Medium,Low,Low,Medium
26,26_4,qalf,0.0,0.0,0.0,Complex,Medium,Low,Low,Medium
27,27_0,vector_only,1.0,1.0,1.0,Complex,Medium,Medium,Medium,Low
27,27_0,fixed_rrf,1.0,1.0,1.0,Complex,Medium,Medium,Medium,Low
27,27_0,qalf,1.0,1.0,1.0,Complex,Medium,Medium,Medium,Low
27,27_1,vector_only,1.0,1.0,1.0,Complex,Medium,Medium,Medium,Low
27,27_1,fixed_rrf,1.0,1.0,1.0,Complex,Medium,Medium,Medium,Low
27,27_1,qalf,1.0,1.0,1.0,Complex,Medium,Medium,Medium,Low
27,27_2,vector_only,1.0,1.0,1.0,Complex,Medium,Medium,Low,Low
27,27_2,fixed_rrf,1.0,1.0,1.0,Complex,Medium,Medium,Low,Low
27,27_2,qalf,1.0,1.0,1.0,Complex,Medium,Medium,Low,Low
27,27_3,vector_only,1.0,1.0,1.0,Simple,Medium,Low,Low,Low
27,27_3,fixed_rrf,1.0,1.0,1.0,Simple,Medium,Low,Low,Low
27,27_3,qalf,1.0,1.0,1.0,Simple,Medium,Low,Low,Low
27,27_4,vector_only,0.0,0.0,0.0,Complex,Medium,Low,Medium,Low
27,27_4,fixed_rrf,0.3562071871080222,1.0,0.0,Complex,Medium,Low,Medium,Low
27,27_4,qalf,0.0,0.0,0.0,Complex,Medium,Low,Medium,Low
27,27_5,vector_only,0.0,0.0,0.0,Simple,Low,Low,Low,Low
27,27_5,fixed_rrf,0.0,0.0,0.0,Simple,Low,Low,Low,Low
27,27_5,qalf,0.0,0.0,0.0,Simple,Low,Low,Low,Low
28,28_0,vector_only,1.0,1.0,1.0,Complex,High,Low,Low,Low
28,28_0,fixed_rrf,1.0,1.0,1.0,Complex,High,Low,Low,Low
28,28_0,qalf,1.0,1.0,1.0,Complex,High,Low,Low,Low
28,28_1,vector_only,1.0,1.0,1.0,Complex,High,Medium,Low,Low
28,28_1,fixed_rrf,1.0,1.0,1.0,Complex,High,Medium,Low,Low
28,28_1,qalf,1.0,1.0,1.0,Complex,High,Medium,Low,Low
28,28_2,vector_only,0.0,0.0,0.0,Simple,Low,Low,Low,Low
28,28_2,fixed_rrf,0.0,0.0,0.0,Simple,Low,Low,Low,Low
28,28_2,qalf,0.0,0.0,0.0,Simple,Low,Low,Low,Low
28,28_3,vector_only,0.0,0.0,0.0,Simple,Low,Low,Low,Low
28,28_3,fixed_rrf,0.0,0.0,0.0,Simple,Low,Low,Low,Low
28,28_3,qalf,0.0,0.0,0.0,Simple,Low,Low,Low,Low
29,29_0,vector_only,0.0,0.0,0.0,Complex,Medium,Medium,Medium,Low
29,29_0,fixed_rrf,0.5,1.0,0.0,Complex,Medium,Medium,Medium,Low
29,29_0,qalf,0.5,1.0,0.0,Complex,Medium,Medium,Medium,Low
29,29_1,vector_only,0.0,0.0,0.0,Simple,Low,Low,Low,Low
29,29_1,fixed_rrf,0.43067655807339306,1.0,0.0,Simple,Low,Low,Low,Low
29,29_1,qalf,0.0,0.0,0.0,Simple,Low,Low,Low,Low
29,29_2,vector_only,0.0,0.0,0.0,Complex,Medium,Medium,Low,Low
29,29_2,fixed_rrf,0.0,0.0,0.0,Complex,Medium,Medium,Low,Low
29,29_2,qalf,0.0,0.0,0.0,Complex,Medium,Medium,Low,Low
3,3_0,vector_only,0.38685280723454163,1.0,0.0,Simple,Medium,Low,Low,Low
3,3_0,fixed_rrf,0.2890648263178879,1.0,0.0,Simple,Medium,Low,Low,Low
3,3_0,qalf,0.2890648263178879,1.0,0.0,Simple,Medium,Low,Low,Low
3,3_1,vector_only,1.0,1.0,1.0,Complex,Medium,Medium,Low,Low
3,3_1,fixed_rrf,1.0,1.0,1.0,Complex,Medium,Medium,Low,Low
3,3_1,qalf,1.0,1.0,1.0,Complex,Medium,Medium,Low,Low
3,3_2,vector_only,0.6309297535714575,1.0,0.0,Complex,Medium,Medium,Low,Low
3,3_2,fixed_rrf,0.6309297535714575,1.0,0.0,Complex,Medium,Medium,Low,Low
3,3_2,qalf,0.3562071871080222,1.0,0.0,Complex,Medium,Medium,Low,Low
3,3_3,vector_only,0.43067655807339306,1.0,0.0,Complex,Medium,Medium,Medium,Low
3,3_3,fixed_rrf,0.2890648263178879,1.0,0.0,Complex,Medium,Medium,Medium,Low
3,3_3,qalf,0.0,0.0,0.0,Complex,Medium,Medium,Medium,Low
3,3_4,vector_only,0.0,0.0,0.0,Complex,Medium,Low,Medium,Low
3,3_4,fixed_rrf,1.0,1.0,1.0,Complex,Medium,Low,Medium,Low
3,3_4,qalf,0.6309297535714575,1.0,0.0,Complex,Medium,Low,Medium,Low
3,3_5,vector_only,0.6309297535714575,1.0,0.0,Complex,Medium,Low,Medium,Low
3,3_5,fixed_rrf,1.0,1.0,1.0,Complex,Medium,Low,Medium,Low
3,3_5,qalf,1.0,1.0,1.0,Complex,Medium,Low,Medium,Low
3,3_6,vector_only,0.0,0.0,0.0,Simple,Low,Low,Low,Low
3,3_6,fixed_rrf,0.0,0.0,0.0,Simple,Low,Low,Low,Low
3,3_6,qalf,0.0,0.0,0.0,Simple,Low,Low,Low,Low
3,3_7,vector_only,0.0,0.0,0.0,Simple,Low,Low,Low,Low
3,3_7,fixed_rrf,0.0,0.0,0.0,Simple,Low,Low,Low,Low
3,3_7,qalf,0.0,0.0,0.0,Simple,Low,Low,Low,Low
30,30_0,vector_only,0.3333333333333333,1.0,0.0,Complex,High,Medium,Medium,Low
30,30_0,fixed_rrf,0.43067655807339306,1.0,0.0,Complex,High,Medium,Medium,Low
30,30_0,qalf,0.5,1.0,0.0,Complex,High,Medium,Medium,Low
30,30_1,vector_only,0.3562071871080222,1.0,0.0,Complex,Medium,Medium,Medium,Medium
30,30_1,fixed_rrf,0.6309297535714575,1.0,0.0,Complex,Medium,Medium,Medium,Medium
30,30_1,qalf,0.6309297535714575,1.0,0.0,Complex,Medium,Medium,Medium,Medium
30,30_2,vector_only,0.38685280723454163,1.0,0.0,Complex,High,Medium,Medium,Low
30,30_2,fixed_rrf,1.0,1.0,1.0,Complex,High,Medium,Medium,Low
30,30_2,qalf,1.0,1.0,1.0,Complex,High,Medium,Medium,Low
30,30_3,vector_only,0.0,0.0,0.0,Complex,High,Medium,Medium,Low
30,30_3,fixed_rrf,0.0,0.0,0.0,Complex,High,Medium,Medium,Low
30,30_3,qalf,0.0,0.0,0.0,Complex,High,Medium,Medium,Low
30,30_4,vector_only,0.0,0.0,0.0,Complex,Medium,Low,Low,Medium
30,30_4,fixed_rrf,0.0,0.0,0.0,Complex,Medium,Low,Low,Medium
30,30_4,qalf,0.0,0.0,0.0,Complex,Medium,Low,Low,Medium
30,30_5,vector_only,0.0,0.0,0.0,Simple,Low,Low,Low,Low
30,30_5,fixed_rrf,0.0,0.0,0.0,Simple,Low,Low,Low,Low
30,30_5,qalf,0.0,0.0,0.0,Simple,Low,Low,Low,Low
31,31_0,vector_only,1.0,1.0,1.0,Complex,Medium,Low,Medium,Medium
31,31_0,fixed_rrf,1.0,1.0,1.0,Complex,Medium,Low,Medium,Medium
31,31_0,qalf,1.0,1.0,1.0,Complex,Medium,Low,Medium,Medium
31,31_1,vector_only,0.43067655807339306,1.0,0.0,Simple,Medium,Low,Low,Low
31,31_1,fixed_rrf,0.3333333333333333,1.0,0.0,Simple,Medium,Low,Low,Low
31,31_1,qalf,0.3333333333333333,1.0,0.0,Simple,Medium,Low,Low,Low
31,31_2,vector_only,0.0,0.0,0.0,Complex,Medium,Medium,Low,Low
31,31_2,fixed_rrf,0.0,0.0,0.0,Complex,Medium,Medium,Low,Low
31,31_2,qalf,0.0,0.0,0.0,Complex,Medium,Medium,Low,Low
32,32_0,vector_only,1.0,1.0,1.0,Complex,Medium,Medium,Low,Medium
32,32_0,fixed_rrf,1.0,1.0,1.0,Complex,Medium,Medium,Low,Medium
32,32_0,qalf,1.0,1.0,1.0,Complex,Medium,Medium,Low,Medium
32,32_1,vector_only,0.43067655807339306,1.0,0.0,Complex,Medium,Low,Medium,Low
32,32_1,fixed_rrf,0.6309297535714575,1.0,0.0,Complex,Medium,Low,Medium,Low
32,32_1,qalf,1.0,1.0,1.0,Complex,Medium,Low,Medium,Low
32,32_2,vector_only,0.38685280723454163,1.0,0.0,Complex,Medium,Low,Low,Medium
32,32_2,fixed_rrf,0.6309297535714575,1.0,0.0,Complex,Medium,Low,Low,Medium
32,32_2,qalf,0.6309297535714575,1.0,0.0,Complex,Medium,Low,Low,Medium
32,32_3,vector_only,0.5,1.0,0.0,Simple,Medium,Low,Low,Low
32,32_3,fixed_rrf,1.0,1.0,1.0,Simple,Medium,Low,Low,Low
32,32_3,qalf,1.0,1.0,1.0,Simple,Medium,Low,Low,Low
32,32_4,vector_only,0.0,0.0,0.0,Simple,Low,Low,Low,Low
32,32_4,fixed_rrf,0.0,0.0,0.0,Simple,Low,Low,Low,Low
32,32_4,qalf,0.0,0.0,0.0,Simple,Low,Low,Low,Low
32,32_5,vector_only,0.0,0.0,0.0,Simple,Low,Low,Low,Low
32,32_5,fixed_rrf,0.0,0.0,0.0,Simple,Low,Low,Low,Low
32,32_5,qalf,0.0,0.0,0.0,Simple,Low,Low,Low,Low
32,32_6,vector_only,0.0,0.0,0.0,Complex,Medium,Low,Low,Medium
32,32_6,fixed_rrf,0.0,0.0,0.0,Complex,Medium,Low,Low,Medium
32,32_6,qalf,0.0,0.0,0.0,Complex,Medium,Low,Low,Medium
33,33_0,vector_only,1.0,1.0,1.0,Complex,Medium,Low,Low,Medium
33,33_0,fixed_rrf,1.0,1.0,1.0,Complex,Medium,Low,Low,Medium
33,33_0,qalf,1.0,1.0,1.0,Complex,Medium,Low,Low,Medium
33,33_1,vector_only,1.0,1.0,1.0,Complex,Medium,Low,Low,Medium
33,33_1,fixed_rrf,1.0,1.0,1.0,Complex,Medium,Low,Low,Medium
33,33_1,qalf,1.0,1.0,1.0,Complex,Medium,Low,Low,Medium
33,33_2,vector_only,0.6309297535714575,1.0,0.0,Complex,High,Medium,Low,Medium
33,33_2,fixed_rrf,1.0,1.0,1.0,Complex,High,Medium,Low,Medium
33,33_2,qalf,1.0,1.0,1.0,Complex,High,Medium,Low,Medium
33,33_3,vector_only,0.5,1.0,0.0,Complex,Medium,Medium,Low,Low
33,33_3,fixed_rrf,1.0,1.0,1.0,Complex,Medium,Medium,Low,Low
33,33_3,qalf,1.0,1.0,1.0,Complex,Medium,Medium,Low,Low
33,33_4,vector_only,0.5,1.0,0.0,Complex,Medium,Low,Medium,Low
33,33_4,fixed_rrf,0.5,1.0,0.0,Complex,Medium,Low,Medium,Low
33,33_4,qalf,0.5,1.0,0.0,Complex,Medium,Low,Medium,Low
33,33_5,vector_only,0.0,0.0,0.0,Simple,Low,Low,Low,Low
33,33_5,fixed_rrf,0.0,0.0,0.0,Simple,Low,Low,Low,Low
33,33_5,qalf,0.0,0.0,0.0,Simple,Low,Low,Low,Low
33,33_6,vector_only,0.0,0.0,0.0,Simple,Medium,Low,Low,Low
33,33_6,fixed_rrf,0.3333333333333333,1.0,0.0,Simple,Medium,Low,Low,Low
33,33_6,qalf,0.0,0.0,0.0,Simple,Medium,Low,Low,Low
34,34_0,vector_only,0.43067655807339306,1.0,0.0,Simple,Medium,Low,Low,Low
34,34_0,fixed_rrf,1.0,1.0,1.0,Simple,Medium,Low,Low,Low
34,34_0,qalf,1.0,1.0,1.0,Simple,Medium,Low,Low,Low
34,34_1,vector_only,0.43067655807339306,1.0,0.0,Simple,Medium,Low,Low,Low
34,34_1,fixed_rrf,0.6309297535714575,1.0,0.0,Simple,Medium,Low,Low,Low
34,34_1,qalf,0.6309297535714575,1.0,0.0,Simple,Medium,Low,Low,Low
34,34_2,vector_only,0.43067655807339306,1.0,0.0,Simple,Medium,Low,Low,Low
34,34_2,fixed_rrf,1.0,1.0,1.0,Simple,Medium,Low,Low,Low
34,34_2,qalf,1.0,1.0,1.0,Simple,Medium,Low,Low,Low
34,34_3,vector_only,0.6309297535714575,1.0,0.0,Complex,High,Medium,Low,Low
34,34_3,fixed_rrf,1.0,1.0,1.0,Complex,High,Medium,Low,Low
34,34_3,qalf,1.0,1.0,1.0,Complex,High,Medium,Low,Low
34,34_4,vector_only,1.0,1.0,1.0,Complex,High,High,Low,Low
34,34_4,fixed_rrf,1.0,1.0,1.0,Complex,High,High,Low,Low
34,34_4,qalf,1.0,1.0,1.0,Complex,High,High,Low,Low
34,34_5,vector_only,0.6309297535714575,1.0,0.0,Complex,Medium,Low,Medium,Low
34,34_5,fixed_rrf,1.0,1.0,1.0,Complex,Medium,Low,Medium,Low
34,34_5,qalf,1.0,1.0,1.0,Complex,Medium,Low,Medium,Low
34,34_6,vector_only,0.5,1.0,0.0,Complex,Medium,Medium,Medium,Low
34,34_6,fixed_rrf,1.0,1.0,1.0,Complex,Medium,Medium,Medium,Low
34,34_6,qalf,1.0,1.0,1.0,Complex,Medium,Medium,Medium,Low
34,34_7,vector_only,0.0,0.0,0.0,Simple,Low,Low,Low,Low
34,34_7,fixed_rrf,0.0,0.0,0.0,Simple,Low,Low,Low,Low
34,34_7,qalf,0.0,0.0,0.0,Simple,Low,Low,Low,Low
34,34_8,vector_only,0.0,0.0,0.0,Simple,Low,Low,Low,Low
34,34_8,fixed_rrf,0.0,0.0,0.0,Simple,Low,Low,Low,Low
34,34_8,qalf,0.0,0.0,0.0,Simple,Low,Low,Low,Low
35,35_0,vector_only,0.5,1.0,0.0,Simple,Medium,Low,Low,Low
35,35_0,fixed_rrf,1.0,1.0,1.0,Simple,Medium,Low,Low,Low
35,35_0,qalf,1.0,1.0,1.0,Simple,Medium,Low,Low,Low
35,35_1,vector_only,0.6309297535714575,1.0,0.0,Complex,High,High,Low,Medium
35,35_1,fixed_rrf,1.0,1.0,1.0,Complex,High,High,Low,Medium
35,35_1,qalf,1.0,1.0,1.0,Complex,High,High,Low,Medium
35,35_2,vector_only,0.6309297535714575,1.0,0.0,Complex,Medium,Low,Medium,Low
35,35_2,fixed_rrf,1.0,1.0,1.0,Complex,Medium,Low,Medium,Low
35,35_2,qalf,1.0,1.0,1.0,Complex,Medium,Low,Medium,Low
35,35_3,vector_only,0.0,0.0,0.0,Simple,Low,Low,Low,Low
35,35_3,fixed_rrf,0.0,0.0,0.0,Simple,Low,Low,Low,Low
35,35_3,qalf,0.0,0.0,0.0,Simple,Low,Low,Low,Low
35,35_4,vector_only,0.0,0.0,0.0,Simple,Low,Low,Low,Low
35,35_4,fixed_rrf,0.0,0.0,0.0,Simple,Low,Low,Low,Low
35,35_4,qalf,0.0,0.0,0.0,Simple,Low,Low,Low,Low
36,36_0,vector_only,0.43067655807339306,1.0,0.0,Complex,Medium,Low,Low,Medium
36,36_0,fixed_rrf,1.0,1.0,1.0,Complex,Medium,Low,Low,Medium
36,36_0,qalf,1.0,1.0,1.0,Complex,Medium,Low,Low,Medium
36,36_1,vector_only,1.0,1.0,1.0,Complex,Medium,Medium,Low,Medium
36,36_1,fixed_rrf,0.6309297535714575,1.0,0.0,Complex,Medium,Medium,Low,Medium
36,36_1,qalf,0.6309297535714575,1.0,0.0,Complex,Medium,Medium,Low,Medium
36,36_2,vector_only,1.0,1.0,1.0,Complex,High,High,Medium,Medium
36,36_2,fixed_rrf,1.0,1.0,1.0,Complex,High,High,Medium,Medium
36,36_2,qalf,0.6309297535714575,1.0,0.0,Complex,High,High,Medium,Medium
36,36_3,vector_only,1.0,1.0,1.0,Complex,High,Medium,Medium,Medium
36,36_3,fixed_rrf,1.0,1.0,1.0,Complex,High,Medium,Medium,Medium
36,36_3,qalf,1.0,1.0,1.0,Complex,High,Medium,Medium,Medium
36,36_4,vector_only,0.0,0.0,0.0,Simple,Low,Low,Medium,Low
36,36_4,fixed_rrf,0.0,0.0,0.0,Simple,Low,Low,Medium,Low
36,36_4,qalf,0.0,0.0,0.0,Simple,Low,Low,Medium,Low
36,36_5,vector_only,0.0,0.0,0.0,Simple,Medium,Low,Low,Low
36,36_5,fixed_rrf,0.0,0.0,0.0,Simple,Medium,Low,Low,Low
36,36_5,qalf,0.0,0.0,0.0,Simple,Medium,Low,Low,Low
37,37_0,vector_only,0.43067655807339306,1.0,0.0,Simple,Medium,Low,Low,Low
37,37_0,fixed_rrf,1.0,1.0,1.0,Simple,Medium,Low,Low,Low
37,37_0,qalf,1.0,1.0,1.0,Simple,Medium,Low,Low,Low
37,37_1,vector_only,0.38685280723454163,1.0,0.0,Complex,Medium,Medium,Medium,Low
37,37_1,fixed_rrf,0.0,0.0,0.0,Complex,Medium,Medium,Medium,Low
37,37_1,qalf,0.0,0.0,0.0,Complex,Medium,Medium,Medium,Low
37,37_2,vector_only,1.0,1.0,1.0,Complex,Medium,Low,Medium,Medium
37,37_2,fixed_rrf,1.0,1.0,1.0,Complex,Medium,Low,Medium,Medium
37,37_2,qalf,1.0,1.0,1.0,Complex,Medium,Low,Medium,Medium
37,37_3,vector_only,0.0,0.0,0.0,Simple,Medium,Low,Low,Low
37,37_3,fixed_rrf,0.0,0.0,0.0,Simple,Medium,Low,Low,Low
37,37_3,qalf,0.0,0.0,0.0,Simple,Medium,Low,Low,Low
37,37_4,vector_only,0.0,0.0,0.0,Simple,Medium,Low,Low,Low
37,37_4,fixed_rrf,0.0,0.0,0.0,Simple,Medium,Low,Low,Low
37,37_4,qalf,0.0,0.0,0.0,Simple,Medium,Low,Low,Low
38,38_0,vector_only,1.0,1.0,1.0,Complex,Medium,Medium,Low,Medium
